EventType,Time,AccountId,X,Y,IsGame
LogPlayerAttack,1538167328965,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285931.84,302958.97,1.0
LogPlayerAttack,1538167329031,account.b7a12bf8f452474c8e47d4add686f20a,373535.84,435033.38,1.0
LogPlayerAttack,1538167329047,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285925.03,302968.66,1.0
LogItemDrop,1538167329137,account.7cb3982256fc4c6ba9f758ae22cc6b9c,235185.19,138511.05,1.0
LogPlayerAttack,1538167329140,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285920.4,302990.72,1.0
LogPlayerPosition,1538167329164,account.e0650182c2a2460a8acebd0c214eeb50,438705.47,279627.47,1.0
LogPlayerAttack,1538167329195,account.b7a12bf8f452474c8e47d4add686f20a,373532.12,435034.06,1.0
LogPlayerTakeDamage,1538167329205,account.5a2c714ab3ef4c868835e892caa42bf0,373269.5,433634.47,1.0
LogPlayerAttack,1538167329235,account.abd1d3543d104fb88dbb7ed2ef8f106e,373575.6,432900.44,1.0
LogItemUnequip,1538167329236,account.abd1d3543d104fb88dbb7ed2ef8f106e,373575.6,432900.44,1.0
LogPlayerPosition,1538167329236,account.5a2c714ab3ef4c868835e892caa42bf0,373269.5,433634.47,1.0
LogPlayerPosition,1538167329236,account.6e355a6142e14498b7a42386ea18a04c,482977.34,516758.72,1.0
LogItemPickup,1538167329237,account.3bd35bc801254ca79c81390d6ffab437,642853.06,240565.64,1.0
LogItemPickup,1538167329237,account.5df53cd7d6e44612aaccbb0e1cd8c33c,621090.9,624702.7,1.0
LogPlayerAttack,1538167329364,account.b7a12bf8f452474c8e47d4add686f20a,373526.47,435035.16,1.0
LogPlayerTakeDamage,1538167329373,account.5a2c714ab3ef4c868835e892caa42bf0,373268.16,433620.06,1.0
LogPlayerLogout,1538167329501,account.82b9bd00eae64459bebe6d74b55e9dcd,0.0,0.0,1.0
LogPlayerAttack,1538167329524,account.b7a12bf8f452474c8e47d4add686f20a,373516.47,435037.16,1.0
LogItemPickup,1538167329554,account.7980f71efa0a4d2391f941720ace4326,202508.53,410721.56,1.0
LogPlayerTakeDamage,1538167329555,account.2be5a15797ea4903b28e65cc6b2b9ee3,286514.44,304759.47,1.0
LogPlayerTakeDamage,1538167329586,account.5a2c714ab3ef4c868835e892caa42bf0,373266.28,433597.47,1.0
LogPlayerKill,1538167329596,account.5a2c714ab3ef4c868835e892caa42bf0,373556.88,435046.9,1.0
LogItemPickup,1538167329608,account.5ae4037c4f4a43c09065454ced2eb3d1,622083.9,267042.34,1.0
LogItemPickup,1538167329619,account.8ca6f89e92b14cc78155a1cf8ba20c87,623156.75,260161.03,1.0
LogItemEquip,1538167329648,account.419060edb97d4a9583b79d92766c57be,634174.4,464593.9,1.0
LogItemPickup,1538167329648,account.419060edb97d4a9583b79d92766c57be,634174.4,464593.9,1.0
LogPlayerPosition,1538167329649,account.372e2dafa5bc45f5872e111a268ec786,495750.22,540686.06,1.0
LogPlayerAttack,1538167329725,account.b7a12bf8f452474c8e47d4add686f20a,373483.9,435042.78,1.0
LogPlayerPosition,1538167329747,account.217f18b21a114fb8a1d84e0c60d11e0e,488092.22,534785.56,1.0
LogPlayerPosition,1538167329819,account.abd1d3543d104fb88dbb7ed2ef8f106e,373670.44,432922.62,1.0
LogItemEquip,1538167329819,account.6e355a6142e14498b7a42386ea18a04c,482977.34,516758.72,1.0
LogItemPickup,1538167329820,account.6e355a6142e14498b7a42386ea18a04c,482977.34,516758.72,1.0
LogItemPickup,1538167329820,account.a4a576f4eeaa47d2868da7cf87b3d36f,633937.5,616920.2,1.0
LogPlayerPosition,1538167330058,account.b14e55d66ec546c381dad9d9074e0a5b,49592.83,134286.38,1.0
LogItemPickup,1538167330146,account.5df53cd7d6e44612aaccbb0e1cd8c33c,621073.8,624756.0,1.0
LogPlayerPosition,1538167330300,account.da528656f2d84540b509593d2259a839,42755.86,135545.14,1.0
LogItemEquip,1538167330300,account.3bd35bc801254ca79c81390d6ffab437,642810.7,240601.75,1.0
LogItemPickup,1538167330301,account.3bd35bc801254ca79c81390d6ffab437,642810.7,240601.75,1.0
LogPlayerTakeDamage,1538167330419,account.3ca8555dfb5841e395d59fb8c08719c4,285522.03,302169.9,1.0
LogPlayerAttack,1538167330420,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285642.75,302898.22,1.0
LogItemPickup,1538167330527,account.419060edb97d4a9583b79d92766c57be,634174.4,464593.9,1.0
LogPlayerTakeDamage,1538167330528,account.2be5a15797ea4903b28e65cc6b2b9ee3,286485.94,304692.78,1.0
LogPlayerTakeDamage,1538167330561,account.3ca8555dfb5841e395d59fb8c08719c4,285522.03,302169.9,1.0
LogPlayerKill,1538167330569,account.3ca8555dfb5841e395d59fb8c08719c4,285943.6,302954.84,1.0
LogPlayerAttack,1538167330571,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285623.9,302835.66,1.0
LogPlayerAttack,1538167330691,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285617.06,302803.53,1.0
LogPlayerAttack,1538167330727,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285606.4,302739.06,1.0
LogPlayerPosition,1538167330758,account.8ceb06cccee44176a77ec4482b7310bd,470936.9,568595.2,1.0
LogItemPickup,1538167330758,account.5ae4037c4f4a43c09065454ced2eb3d1,621835.1,267201.0,1.0
LogItemPickup,1538167330759,account.6e355a6142e14498b7a42386ea18a04c,482977.34,516758.72,1.0
LogPlayerAttack,1538167330821,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285602.03,302708.75,1.0
LogPlayerPosition,1538167330844,account.649ae3a062504ef28746ee66743b5cae,37809.883,130368.47,1.0
LogItemPickup,1538167330844,account.3bd35bc801254ca79c81390d6ffab437,642810.7,240601.75,1.0
LogItemDetach,1538167330895,account.dc1edf2b68cc44be897c48ea79b1079b,301266.3,508351.38,1.0
LogItemAttach,1538167330895,account.dc1edf2b68cc44be897c48ea79b1079b,301266.3,508351.38,1.0
LogItemPickup,1538167330896,account.dc1edf2b68cc44be897c48ea79b1079b,301266.3,508351.38,1.0
LogPlayerPosition,1538167330933,account.33901cb81e6e4fe480f5f9fb37ce6c5f,487017.34,571066.1,1.0
LogPlayerAttack,1538167330968,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285597.56,302676.12,1.0
LogItemPickup,1538167330983,account.da528656f2d84540b509593d2259a839,42831.758,135580.06,1.0
LogItemPickup,1538167331182,account.3ddc2017cb1b480a9e5e3df07f9818ee,634177.1,469316.94,1.0
LogPlayerPosition,1538167331183,account.6f136513d7b34d0296516284108ecbbb,274259.34,203432.92,1.0
LogItemPickup,1538167331184,account.419060edb97d4a9583b79d92766c57be,634173.1,464534.88,1.0
LogItemPickup,1538167331265,account.7d6e1c91a0234114ac1a55071430fc0d,318752.94,341324.84,1.0
LogItemEquip,1538167331338,account.3a89e13dfda54bcb895726595a07ca03,604741.3,642114.8,1.0
LogItemPickup,1538167331338,account.3a89e13dfda54bcb895726595a07ca03,604741.3,642114.8,1.0
LogItemPickup,1538167331372,account.7cb3982256fc4c6ba9f758ae22cc6b9c,235185.08,138511.45,1.0
LogItemUnequip,1538167331384,account.8ca6f89e92b14cc78155a1cf8ba20c87,623065.2,259383.92,1.0
LogItemDrop,1538167331385,account.8ca6f89e92b14cc78155a1cf8ba20c87,623065.2,259383.92,1.0
LogItemEquip,1538167331385,account.8ca6f89e92b14cc78155a1cf8ba20c87,623065.2,259383.92,1.0
LogItemPickup,1538167331385,account.8ca6f89e92b14cc78155a1cf8ba20c87,623065.2,259383.92,1.0
LogItemUnequip,1538167331386,account.f95a0a438f96409f91d4d8926fce3e8a,263793.84,142419.55,1.0
LogItemEquip,1538167331386,account.f95a0a438f96409f91d4d8926fce3e8a,263793.84,142419.55,1.0
LogItemPickup,1538167331387,account.f95a0a438f96409f91d4d8926fce3e8a,263793.84,142419.55,1.0
LogItemPickup,1538167331397,account.da528656f2d84540b509593d2259a839,42832.05,135579.78,1.0
LogItemPickup,1538167331546,account.372e2dafa5bc45f5872e111a268ec786,495542.03,541236.44,1.0
LogPlayerTakeDamage,1538167331578,account.2be5a15797ea4903b28e65cc6b2b9ee3,286436.2,304616.5,1.0
LogPlayerPosition,1538167331579,account.61431ed859fe4a44961b86035ad24726,254622.22,200840.81,1.0
LogItemAttach,1538167331632,account.94cf6f4a48b84ee695acbb6dafcfa4a9,677063.8,568726.3,1.0
LogItemDetach,1538167331716,account.91120ae47a154d43b28c6cc4151ae85f,476616.78,579788.44,1.0
LogItemAttach,1538167331716,account.91120ae47a154d43b28c6cc4151ae85f,476616.78,579788.44,1.0
LogItemPickup,1538167331716,account.91120ae47a154d43b28c6cc4151ae85f,476616.78,579788.44,1.0
LogItemDetach,1538167331731,account.5ae4037c4f4a43c09065454ced2eb3d1,621736.1,267205.12,1.0
LogItemAttach,1538167331731,account.5ae4037c4f4a43c09065454ced2eb3d1,621736.1,267205.12,1.0
LogItemPickup,1538167331732,account.5ae4037c4f4a43c09065454ced2eb3d1,621736.1,267205.12,1.0
LogPlayerAttack,1538167331818,account.72bb9b59202c40cbb37ef820f434a330,373232.84,434404.3,1.0
LogItemUnequip,1538167331847,account.6592d11f6ea541f4ae7d50fddb1ebfba,277061.22,522598.2,1.0
LogItemDrop,1538167331848,account.6592d11f6ea541f4ae7d50fddb1ebfba,277061.22,522598.2,1.0
LogItemEquip,1538167331848,account.6592d11f6ea541f4ae7d50fddb1ebfba,277061.22,522598.2,1.0
LogItemPickup,1538167331848,account.6592d11f6ea541f4ae7d50fddb1ebfba,277061.22,522598.2,1.0
LogItemPickup,1538167331849,account.7d6e1c91a0234114ac1a55071430fc0d,318752.94,341324.84,1.0
LogItemPickup,1538167331849,account.10d8bb4957cd4629a4679c32e3dc0d0f,326072.66,347214.2,1.0
LogItemDrop,1538167331910,account.dc1edf2b68cc44be897c48ea79b1079b,301246.78,508319.2,1.0
LogPlayerAttack,1538167331916,account.72bb9b59202c40cbb37ef820f434a330,373232.44,434400.9,1.0
LogPlayerPosition,1538167331951,account.8b6c61d8f84242d2924c20fcf1911ded,253496.39,205267.8,1.0
LogItemPickup,1538167332048,account.6e355a6142e14498b7a42386ea18a04c,482977.34,516758.72,1.0
LogItemPickup,1538167332048,account.3ddc2017cb1b480a9e5e3df07f9818ee,634074.2,469393.28,1.0
LogPlayerPosition,1538167332049,account.91120ae47a154d43b28c6cc4151ae85f,476599.34,579780.0,1.0
LogItemUnequip,1538167332096,account.da528656f2d84540b509593d2259a839,42834.61,135563.97,1.0
LogItemEquip,1538167332097,account.da528656f2d84540b509593d2259a839,42834.61,135563.97,1.0
LogItemDetach,1538167332274,account.824598622caf42919708c2cfca52dd47,263016.75,124297.73,1.0
LogItemAttach,1538167332275,account.824598622caf42919708c2cfca52dd47,263016.75,124297.73,1.0
LogItemPickup,1538167332275,account.824598622caf42919708c2cfca52dd47,263016.75,124297.73,1.0
LogItemDrop,1538167332435,account.dc1edf2b68cc44be897c48ea79b1079b,301290.3,508326.62,1.0
LogItemDrop,1538167332519,account.5ae4037c4f4a43c09065454ced2eb3d1,621745.8,267222.62,1.0
LogPlayerTakeDamage,1538167332546,account.2be5a15797ea4903b28e65cc6b2b9ee3,286399.44,304524.97,1.0
LogItemPickup,1538167332702,account.7d6e1c91a0234114ac1a55071430fc0d,318752.94,341324.84,1.0
LogPlayerPosition,1538167332863,account.e9b0ce95cff14f439ee2295f9a0b82dc,200959.03,276953.1,1.0
LogItemAttach,1538167333045,account.5ae4037c4f4a43c09065454ced2eb3d1,621745.8,267222.62,1.0
LogItemUnequip,1538167333079,account.0c01655d1e2c4b908a1c4d3f55aad29c,179856.31,347473.78,1.0
LogItemDrop,1538167333080,account.0c01655d1e2c4b908a1c4d3f55aad29c,179856.31,347473.78,1.0
LogItemEquip,1538167333080,account.0c01655d1e2c4b908a1c4d3f55aad29c,179856.31,347473.78,1.0
LogItemPickup,1538167333080,account.0c01655d1e2c4b908a1c4d3f55aad29c,179856.31,347473.78,1.0
LogItemDrop,1538167333109,account.6e355a6142e14498b7a42386ea18a04c,482977.34,516758.72,1.0
LogItemUnequip,1538167333201,account.be41d13162134b1693ec0c23f9da9613,628974.4,474047.03,1.0
LogItemDrop,1538167333201,account.be41d13162134b1693ec0c23f9da9613,628974.4,474047.03,1.0
LogItemEquip,1538167333201,account.be41d13162134b1693ec0c23f9da9613,628974.4,474047.03,1.0
LogItemPickup,1538167333202,account.be41d13162134b1693ec0c23f9da9613,628974.4,474047.03,1.0
LogPlayerTakeDamage,1538167333209,account.abd1d3543d104fb88dbb7ed2ef8f106e,373488.62,433740.47,1.0
LogPlayerAttack,1538167333209,account.72bb9b59202c40cbb37ef820f434a330,373229.22,434434.03,1.0
LogPlayerAttack,1538167333265,account.abd1d3543d104fb88dbb7ed2ef8f106e,373484.62,433770.78,1.0
LogPlayerAttack,1538167333279,account.72bb9b59202c40cbb37ef820f434a330,373226.56,434445.03,1.0
LogPlayerPosition,1538167333303,account.8ca6f89e92b14cc78155a1cf8ba20c87,622544.1,259080.0,1.0
LogPlayerTakeDamage,1538167333531,account.abd1d3543d104fb88dbb7ed2ef8f106e,373433.62,433835.9,1.0
LogPlayerAttack,1538167333532,account.72bb9b59202c40cbb37ef820f434a330,373223.12,434446.06,1.0
LogPlayerTakeDamage,1538167333566,account.2be5a15797ea4903b28e65cc6b2b9ee3,286343.56,304457.0,1.0
LogPlayerTakeDamage,1538167333603,account.abd1d3543d104fb88dbb7ed2ef8f106e,373408.94,433833.88,1.0
LogPlayerAttack,1538167333603,account.72bb9b59202c40cbb37ef820f434a330,373217.06,434444.06,1.0
LogItemUnequip,1538167333715,account.558755b7166249e1b881c130203236f8,437972.34,281300.88,1.0
LogItemUnequip,1538167333716,account.558755b7166249e1b881c130203236f8,437972.34,281300.88,1.0
LogItemUnequip,1538167333717,account.558755b7166249e1b881c130203236f8,437972.34,281300.88,1.0
LogItemUnequip,1538167333717,account.558755b7166249e1b881c130203236f8,437972.34,281300.88,1.0
LogItemUnequip,1538167333717,account.558755b7166249e1b881c130203236f8,437972.34,281300.88,1.0
LogPlayerAttack,1538167333753,account.72bb9b59202c40cbb37ef820f434a330,373196.22,434436.2,1.0
LogItemPickup,1538167333759,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285522.4,302149.3,1.0
LogItemDrop,1538167333821,account.6e355a6142e14498b7a42386ea18a04c,482977.34,516758.72,1.0
LogPlayerAttack,1538167333834,account.72bb9b59202c40cbb37ef820f434a330,373185.72,434431.72,1.0
LogPlayerPosition,1538167333879,account.5ae4037c4f4a43c09065454ced2eb3d1,621719.7,267143.34,1.0
LogPlayerPosition,1538167333879,account.4e2213f17fb14327b2d6fe9a09dc89b9,642811.56,240158.28,1.0
LogVehicleRide,1538167333950,account.bb003f6f5ea843ab8c1c11f1eeaa2667,0.0,0.0,1.0
LogPlayerPosition,1538167334033,account.f2e91d771486447fb8ab505d88016868,637310.8,534949.94,1.0
LogItemPickup,1538167334134,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285469.38,302166.5,1.0
LogPlayerPosition,1538167334169,account.9c4e8e0358c84cda80e3ac3126666702,650483.56,522476.06,1.0
LogItemPickup,1538167334243,account.682c9048f5b44672b1d99d0e314e4277,634087.7,533038.75,1.0
LogPlayerAttack,1538167334279,account.361d7bfb921a452382cd7306e4ad2a92,325720.75,355779.06,1.0
LogItemDrop,1538167334279,account.6e355a6142e14498b7a42386ea18a04c,482977.34,516758.72,1.0
LogItemPickup,1538167334291,account.be41d13162134b1693ec0c23f9da9613,628974.4,474047.03,1.0
LogItemPickup,1538167334381,account.c063f69c171b4de2b8d4bd405d7c7d4b,146652.47,398200.9,1.0
LogItemUnequip,1538167334381,account.c063f69c171b4de2b8d4bd405d7c7d4b,146652.47,398200.9,1.0
LogItemDrop,1538167334382,account.c063f69c171b4de2b8d4bd405d7c7d4b,146652.47,398200.9,1.0
LogItemPickup,1538167334426,account.7d6e1c91a0234114ac1a55071430fc0d,318752.88,341324.75,1.0
LogItemUnequip,1538167334427,account.7d6e1c91a0234114ac1a55071430fc0d,318752.88,341324.75,1.0
LogItemDrop,1538167334427,account.7d6e1c91a0234114ac1a55071430fc0d,318752.88,341324.75,1.0
LogItemEquip,1538167334427,account.7d6e1c91a0234114ac1a55071430fc0d,318752.88,341324.75,1.0
LogItemPickup,1538167334428,account.7d6e1c91a0234114ac1a55071430fc0d,318752.88,341324.75,1.0
LogItemPickup,1538167334459,account.f95a0a438f96409f91d4d8926fce3e8a,264581.88,141442.5,1.0
LogPlayerAttack,1538167334462,account.abd1d3543d104fb88dbb7ed2ef8f106e,373406.3,433834.62,1.0
LogPlayerPosition,1538167334499,account.3bd35bc801254ca79c81390d6ffab437,643517.9,241057.08,1.0
LogPlayerAttack,1538167334535,account.72bb9b59202c40cbb37ef820f434a330,373222.78,434422.9,1.0
LogPlayerTakeDamage,1538167334572,account.2be5a15797ea4903b28e65cc6b2b9ee3,286311.72,304368.56,1.0
LogPlayerAttack,1538167334608,account.72bb9b59202c40cbb37ef820f434a330,373234.34,434416.94,1.0
LogItemPickup,1538167334775,account.be41d13162134b1693ec0c23f9da9613,628974.4,474047.03,1.0
LogItemDetach,1538167334876,account.dc1edf2b68cc44be897c48ea79b1079b,301416.8,507939.1,1.0
LogPlayerTakeDamage,1538167334946,account.abd1d3543d104fb88dbb7ed2ef8f106e,373413.4,433841.44,1.0
LogPlayerMakeGroggy,1538167334948,account.abd1d3543d104fb88dbb7ed2ef8f106e,373286.44,435009.94,1.0
LogPlayerAttack,1538167334948,account.b7a12bf8f452474c8e47d4add686f20a,373286.44,435009.94,1.0
LogItemPickup,1538167334949,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285445.78,302175.56,1.0
LogItemUnequip,1538167334954,account.abd1d3543d104fb88dbb7ed2ef8f106e,373413.4,433841.44,1.0
LogArmorDestroy,1538167334954,account.abd1d3543d104fb88dbb7ed2ef8f106e,373413.4,433841.44,1.0
LogPlayerTakeDamage,1538167334954,account.abd1d3543d104fb88dbb7ed2ef8f106e,373413.4,433841.44,1.0
LogPlayerAttack,1538167334955,account.72bb9b59202c40cbb37ef820f434a330,373234.3,434416.03,1.0
LogPlayerAttack,1538167335063,account.72bb9b59202c40cbb37ef820f434a330,373234.84,434420.2,1.0
LogItemPickup,1538167335082,account.da528656f2d84540b509593d2259a839,42989.117,135175.55,1.0
LogItemPickup,1538167335116,account.4e2213f17fb14327b2d6fe9a09dc89b9,642871.6,240681.6,1.0
LogPlayerTakeDamage,1538167335149,account.abd1d3543d104fb88dbb7ed2ef8f106e,373372.47,433860.75,1.0
LogPlayerAttack,1538167335150,account.b7a12bf8f452474c8e47d4add686f20a,373293.78,435010.75,1.0
LogItemPickup,1538167335159,account.69bcbb0ff4c64c98800dbe499bf2b1ec,379998.94,288201.2,1.0
LogPlayerTakeDamage,1538167335257,account.abd1d3543d104fb88dbb7ed2ef8f106e,373364.28,433864.06,1.0
LogPlayerAttack,1538167335258,account.b7a12bf8f452474c8e47d4add686f20a,373294.9,435010.88,1.0
LogPlayerAttack,1538167335264,account.72bb9b59202c40cbb37ef820f434a330,373228.88,434417.84,1.0
LogItemAttach,1538167335266,account.10d8bb4957cd4629a4679c32e3dc0d0f,325555.84,346810.6,1.0
LogPlayerPosition,1538167335297,account.3ecd3a553dae4d6ba4ce29281e0d2475,624030.9,463589.62,1.0
LogPlayerAttack,1538167335341,account.72bb9b59202c40cbb37ef820f434a330,373210.9,434411.2,1.0
LogItemUnequip,1538167335481,account.8f30456d318d403b91a1ec5d2ea38af9,394074.22,288826.34,1.0
LogItemDrop,1538167335481,account.8f30456d318d403b91a1ec5d2ea38af9,394074.22,288826.34,1.0
LogItemEquip,1538167335481,account.8f30456d318d403b91a1ec5d2ea38af9,394074.22,288826.34,1.0
LogItemPickup,1538167335482,account.8f30456d318d403b91a1ec5d2ea38af9,394074.22,288826.34,1.0
LogPlayerPosition,1538167335515,account.2f87a18ceaa34e3aaba2b8272ea4e041,633747.7,529429.44,1.0
LogPlayerPosition,1538167335516,account.dc1edf2b68cc44be897c48ea79b1079b,301427.38,507964.5,1.0
LogPlayerPosition,1538167335516,account.bb003f6f5ea843ab8c1c11f1eeaa2667,306088.66,491960.62,1.0
LogItemPickup,1538167335566,account.be41d13162134b1693ec0c23f9da9613,628974.4,474047.03,1.0
LogItemPickup,1538167335571,account.c1cff7b89e0b4eb2a7f3fc855f81ef56,285442.94,302165.94,1.0
LogPlayerTakeDamage,1538167335596,account.2be5a15797ea4903b28e65cc6b2b9ee3,286300.22,304303.94,1.0
LogItemPickup,1538167335597,account.b8b47abb0d894a139a573727858ac85a,341795.03,496563.75,1.0
LogItemUnequip,1538167335743,account.dc1edf2b68cc44be897c48ea79b1079b,301407.12,507985.34,1.0
LogItemDrop,1538167335744,account.dc1edf2b68cc44be897c48ea79b1079b,301407.12,507985.34,1.0
LogItemEquip,1538167335744,account.dc1edf2b68cc44be897c48ea79b1079b,301407.12,507985.34,1.0
LogItemPickup,1538167335745,account.dc1edf2b68cc44be897c48ea79b1079b,301407.12,507985.34,1.0
LogPlayerTakeDamage,1538167335916,account.abd1d3543d104fb88dbb7ed2ef8f106e,373379.78,433872.47,1.0
LogPlayerAttack,1538167335917,account.b7a12bf8f452474c8e47d4add686f20a,373328.9,435011.66,1.0
LogPlayerPosition,1538167335950,account.682c9048f5b44672b1d99d0e314e4277,633935.9,532764.94,1.0
LogItemAttach,1538167335993,account.419060edb97d4a9583b79d92766c57be,634166.44,464019.12,1.0
LogItemAttach,1538167336076,account.5df53cd7d6e44612aaccbb0e1cd8c33c,621607.7,624370.44,1.0
LogPlayerTakeDamage,1538167336087,account.abd1d3543d104fb88dbb7ed2ef8f106e,373379.78,433872.47,1.0
LogPlayerAttack,1538167336087,account.b7a12bf8f452474c8e47d4add686f20a,373347.06,435012.0,1.0
LogItemAttach,1538167336099,account.a418112c51d34450b189f9ca779953cb,391650.56,296356.97,1.0
LogItemPickup,1538167336099,account.a418112c51d34450b189f9ca779953cb,391650.56,296356.97,1.0
LogItemEquip,1538167336135,account.c063f69c171b4de2b8d4bd405d7c7d4b,146652.47,398200.9,1.0
LogItemPickup,1538167336136,account.c063f69c171b4de2b8d4bd405d7c7d4b,146652.47,398200.9,1.0
LogPlayerPosition,1538167336221,account.a418112c51d34450b189f9ca779953cb,391650.56,296356.97,1.0
LogPlayerPosition,1538167336221,account.6c19cc4a57124ec3a516e66260b2fd66,248075.6,150489.86,1.0
LogPlayerPosition,1538167336221,account.69bcbb0ff4c64c98800dbe499bf2b1ec,380027.34,288531.2,1.0
LogPlayerPosition,1538167336222,account.419060edb97d4a9583b79d92766c57be,634166.44,464019.12,1.0
LogPlayerPosition,1538167336222,account.be41d13162134b1693ec0c23f9da9613,628974.4,474047.03,1.0
LogPlayerTakeDamage,1538167336257,account.abd1d3543d104fb88dbb7ed2ef8f106e,373379.78,433872.47,1.0
LogPlayerAttack,1538167336258,account.b7a12bf8f452474c8e47d4add686f20a,373347.06,435012.0,1.0
LogItemEquip,1538167336309,account.94cf6f4a48b84ee695acbb6dafcfa4a9,676968.3,568370.44,1.0
LogItemPickup,1538167336309,account.94cf6f4a48b84ee695acbb6dafcfa4a9,676968.3,568370.44,1.0
LogPlayerTakeDamage,1538167336366,account.abd1d3543d104fb88dbb7ed2ef8f106e,373379.78,433872.47,1.0
LogPlayerKill,1538167336377,account.abd1d3543d104fb88dbb7ed2ef8f106e,373286.44,435009.94,1.0
LogPlayerAttack,1538167336379,account.b7a12bf8f452474c8e47d4add686f20a,373347.06,435012.0,1.0
LogPlayerAttack,1538167336481,account.d856c5cbc584451ba9327784cc9c130d,323543.38,359446.06,1.0
LogPlayerPosition,1538167336540,account.8f30456d318d403b91a1ec5d2ea38af9,394189.56,288880.88,1.0
LogPlayerPosition,1538167336540,account.f95a0a438f96409f91d4d8926fce3e8a,263836.9,141078.53,1.0
LogPlayerPosition,1538167336540,account.824598622caf42919708c2cfca52dd47,262667.7,125015.41,1.0
LogItemEquip,1538167336541,account.b8b47abb0d894a139a573727858ac85a,341791.78,496563.22,1.0
LogItemPickup,1538167336542,account.b8b47abb0d894a139a573727858ac85a,341791.78,496563.22,1.0
LogPlayerPosition,1538167336542,account.3ca8555dfb5841e395d59fb8c08719c4,285522.03,302169.9,1.0
LogPlayerPosition,1538167336543,account.06b961b64b60474f9ae43dc168a0e669,643058.06,460203.47,1.0
LogPlayerPosition,1538167336543,account.7cb3982256fc4c6ba9f758ae22cc6b9c,235150.81,139173.28,1.0
LogPlayerPosition,1538167336543,account.2c0efbc50b5c4d6890345f7af6619a98,146566.42,399009.16,1.0
LogPlayerPosition,1538167336543,account.b7a12bf8f452474c8e47d4add686f20a,373347.06,435012.0,1.0
LogPlayerPosition,1538167336544,account.3a89e13dfda54bcb895726595a07ca03,603481.8,640625.7,1.0
LogPlayerPosition,1538167336544,account.3ddc2017cb1b480a9e5e3df07f9818ee,634212.1,469896.3,1.0
LogPlayerPosition,1538167336544,account.58bae4eac7344212bdae3c03f6688908,393940.62,307654.84,1.0
LogPlayerPosition,1538167336544,account.9659e3fef0ee43369b080e632fd8e156,262969.4,348988.12,1.0
LogPlayerPosition,1538167336544,account.a640ce3e8fec4cd6b9920a34b274ebe3,628800.06,477730.0,1.0
LogPlayerTakeDamage,1538167336545,account.2be5a15797ea4903b28e65cc6b2b9ee3,286226.16,304274.16,1.0
LogItemDrop,1538167336599,account.6e355a6142e14498b7a42386ea18a04c,482977.34,516758.72,1.0
LogPlayerPosition,1538167336654,account.576da86a9cfb472a8691f1bed1ea9599,377452.2,447951.2,1.0
LogPlayerPosition,1538167336737,account.dd417a650fb44edda8df424faf96c95c,291210.7,305748.34,1.0
LogItemEquip,1538167336835,account.f3b1dcecd0cb490593787887acfefe2e,738489.8,540247.9,1.0
LogItemPickup,1538167336836,account.f3b1dcecd0cb490593787887acfefe2e,738489.8,540247.9,1.0
LogPlayerPosition,1538167336836,account.c525d5d0f6374731895539148d574bf1,377383.62,447085.2,1.0
LogItemDrop,1538167336872,account.dc1edf2b68cc44be897c48ea79b1079b,301437.94,507955.5,1.0
LogPlayerAttack,1538167336878,account.d856c5cbc584451ba9327784cc9c130d,323543.38,359446.06,1.0
LogPlayerPosition,1538167336926,account.72bb9b59202c40cbb37ef820f434a330,373162.88,434417.75,1.0
LogPlayerPosition,1538167336927,account.7980f71efa0a4d2391f941720ace4326,200439.2,413062.22,1.0
LogPlayerPosition,1538167336927,account.b98ff2e52c124950921b776688ed4de0,369393.03,440676.78,1.0
LogPlayerPosition,1538167336927,account.6592d11f6ea541f4ae7d50fddb1ebfba,276674.22,522630.62,1.0
LogPlayerPosition,1538167336927,account.a0692029650b42e18edf5c7d1ef21ccb,367058.12,438605.9,1.0
LogPlayerPosition,1538167336927,account.b52b3740bcc44aa8abd6208c1d4adfc6,266671.12,522457.3,1.0
LogPlayerPosition,1538167336928,account.c2b7983759914ea9bafb440735bc8102,193102.44,398779.66,1.0
LogPlayerPosition,1538167336928,account.7d6e1c91a0234114ac1a55071430fc0d,317824.0,341235.4,1.0
LogPlayerPosition,1538167336928,account.823788e851224330b59b44a27da95662,170921.23,363319.9,1.0
LogPlayerPosition,1538167336928,account.0c01655d1e2c4b908a1c4d3f55aad29c,180743.81,347566.0,1.0
LogPlayerPosition,1538167336928,account.c063f69c171b4de2b8d4bd405d7c7d4b,146652.47,398200.9,1.0
LogPlayerPosition,1538167336929,account.662c2261f83c48f5875e3164fa6433d4,298143.2,509807.06,1.0
LogItemDrop,1538167337016,account.6e355a6142e14498b7a42386ea18a04c,482977.34,516758.72,1.0
